ISO,COD-UID,contributor,error,resource name,pcode headers,name headers,total pop header,duplicates,blanks
SYC,cod-ps-syc,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,syc_admpop_adm0_nbs2019_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
SYC,cod-ps-syc,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,syc_admpop_adm1_nbs2019_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
SYC,cod-ps-syc,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,syc_admpop_adm2_nbs2019_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
SYC,cod-ps-syc,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,syc_admpop_adm3_nbs2019_v2.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_EN, ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
TCA,cod-ps-tca,UNFPA,,tca_admpop_adm0_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
TCA,cod-ps-tca,UNFPA,,tca_admpop_adm1_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
TCD,cod-ps-tcd,UNFPA,,tcd_admpop_adm0_2021.csv,ADM0_PCODE,ADM0_FR,T_TL,,
TCD,cod-ps-tcd,UNFPA,,tcd_admpop_adm1_2021.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_FR, ADM1_FR",T_TL,,
TCD,cod-ps-tcd,UNFPA,,tcd_admpop_adm2_2021.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_FR, ADM0_FR, ADM1_FR",T_TL,,
TGO,cod-ps-tgo,UNFPA,,tgo_admpop_adm0_2021.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
TGO,cod-ps-tgo,UNFPA,,tgo_admpop_adm1_2021.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
THA,cod-ps-tha,UNFPA,,tha_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
THA,cod-ps-tha,UNFPA,,tha_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
THA,cod-ps-tha,UNFPA,,tha_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
TJK,cod-ps-tjk,UNFPA,,tjk_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,ADM1_PCODE
TJK,cod-ps-tjk,UNFPA,,tjk_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
TLS,cod-ps-tls,OCHA Regional Office for Asia and the Pacific (ROAP),,tls_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
TLS,cod-ps-tls,OCHA Regional Office for Asia and the Pacific (ROAP),,tls_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
TON,cod-ps-ton,UNFPA,,ton_admpop_adm0_2021_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_TO, ADM1_TO",T_TL,,
TON,cod-ps-ton,UNFPA,,ton_admpop_adm1_2021.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_TO, ADM1_TO",T_TL,,
TON,cod-ps-ton,UNFPA,,ton_admpop_adm2_2021.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_TO, ADM1_TO, ADM2_TO",T_TL,,
TON,cod-ps-ton,UNFPA,,ton_admpop_adm3_2021.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_TO, ADM1_TO, ADM3_TO, ADM2_TO",T_TL,,
TON,cod-ps-ton,UNFPA,,ton_admpop_adm0_2021_years.csv,ADM0_PCODE,ADM0_TO,T_TL,,
TON,cod-ps-ton,UNFPA,,ton_admpop_adm1_2021_years.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_TO, ADM1_TO",T_TL,,
TTO,cod-ps-tto,OCHA Latin America and the Caribbean (ROLAC),,tto_admpop_adm0_2020­_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
TTO,cod-ps-tto,OCHA Latin America and the Caribbean (ROLAC),,tto_admpop_adm1_2020_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
TUN,cod-ps-tun,UNFPA,,tun_admpop_adm0_2020.csv,ADM0_PCODE,"ADM0_EN, ADM0_AR",T_TL,,
TUN,cod-ps-tun,UNFPA,,tun_admpop_adm1_2020.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_AR, ADM0_EN, ADM1_EN, ADM0_AR",T_TL,,
TUN,cod-ps-tun,UNFPA,,tun_admpop_adm2_2020.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM1_AR, ADM0_AR, ADM2_AR",T_TL,,
TUR,cod-ps-tur,UNFPA,,tur_admpop_adm0_2021.csv,ADM0_PCODE,ADM0_EN,T_TL,,
TUR,cod-ps-tur,UNFPA,,tur_admpop_adm1_2021.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
TUR,cod-ps-tur,UNFPA,,tur_admpop_adm2_2021.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
TZA,cod-ps-tza,UNFPA,,tza_admpop_adm0_2000_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
TZA,cod-ps-tza,UNFPA,,tza_admpop_adm0_2000_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
TZA,cod-ps-tza,UNFPA,,tza_admpop_adm1_2000_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
TZA,cod-ps-tza,UNFPA,,tza_admpop_adm2_2000_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
UGA,cod-ps-uga,UNFPA,,uga_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
UGA,cod-ps-uga,UNFPA,,uga_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
UGA,cod-ps-uga,UNFPA,,uga_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
UKR,cod-ps-ukr,UNFPA,,ukr_admpop_adm0_2022.csv,ADM0_PCODE,"admin0Name_ru, admin0Name_en, admin0Name_ua",T_TL,,
UKR,cod-ps-ukr,UNFPA,,ukr_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","admin0Name_ru, admin1Name_ru, admin1Name_en, admin0Name_ua, admin1Name_ua, admin0Name_en",T_TL,,
URY,cod-ps-ury,UNFPA,,ury_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
URY,cod-ps-ury,UNFPA,,ury_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
UZB,cod-ps-uzb,OCHA Field Information Services Section (FISS),,uzb_admpop_adm1_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_RU, ADM0_EN, ADM0_UZ, ADM1_EN, ADM1_UZ, ADM1_RU",T_TL,,
UZB,cod-ps-uzb,OCHA Field Information Services Section (FISS),,uzb_admpop_adm0_v2.csv,ADM0_PCODE,"ADM0_EN, ADM0_UZ, ADM0_RU",T_TL,,
VCT,cod-ps-vct,UNFPA,No csv resources found,,,,,,
VEN,cod-ps-ven,OCHA Venezuela,,ven_admpop_adm0_2011_v2.csv,ADM0_PCODE,ADM0_ES,T_TL,,
VEN,cod-ps-ven,OCHA Venezuela,,ven_admpop_adm1_2011_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_ES, ADM0_ES",T_TL,,
VEN,cod-ps-ven,OCHA Venezuela,,ven_admpop_adm2_2011_v3.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM1_ES, ADM2_ES, ADM0_ES",T_TL,,
VGB,cod-ps-vgb,UNFPA,,vgb_admpop_adm0_2010_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
VGB,cod-ps-vgb,UNFPA,,vgb_admpop_adm1_2010_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
VIR,cod-ps-vir,OCHA Latin America and the Caribbean (ROLAC),,vir_admpop_adm0_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
VIR,cod-ps-vir,OCHA Latin America and the Caribbean (ROLAC),,vir_admpop_adm1_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
VIR,cod-ps-vir,OCHA Latin America and the Caribbean (ROLAC),,vir_admpop_adm2_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
VNM,cod-ps-vnm,UNFPA,,vnm_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
VNM,cod-ps-vnm,UNFPA,,vnm_admpop_adm1_2022_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
VUT,cod-ps-vut,UNFPA,,vut_admpop_adm0_2020.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
VUT,cod-ps-vut,UNFPA,,vut_admpop_adm1_2020.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
VUT,cod-ps-vut,UNFPA,,vut_admpop_adm2_2020.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
ZAF,cod-ps-zaf,UNFPA,,zaf_admpop_adm0_2020.csv,ADM0_PCODE,ADM0_EN,T_TL,,
ZAF,cod-ps-zaf,UNFPA,,zaf_admpop_adm1_2020.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_NAME",T_TL,,
ZAF,cod-ps-zaf,UNFPA,,zaf_admpop_adm2_2020.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_EN, ADM1_NAME",T_TL,,
ZMB,cod-ps-zmb,UNFPA,,zmb_admpop_adm0_2020_v2.csv,ADM0_CODE,ADM0_EN,T_TL,,
ZMB,cod-ps-zmb,UNFPA,,zmb_admpop_adm1_2020_v2.csv,"ADM1_CODE, ADM0_CODE","ADM0_EN, ADM1_EN",T_TL,,
ZWE,cod-ps-zwe,UNFPA,,zwe_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
ZWE,cod-ps-zwe,UNFPA,,zwe_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
ZWE,cod-ps-zwe,UNFPA,,zwe_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
