ISO,COD-UID,contributor,error,resource name,pcode headers,name headers,total pop header,duplicates,blanks
LBR,cod-ps-lbr,OCHA West and Central Africa (ROWCA),,lbr_admpop_adm1_2020_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
LBR,cod-ps-lbr,OCHA West and Central Africa (ROWCA),,lbr_admpop_adm2_2020_v2.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_EN, ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
LCA,cod-ps-lca,OCHA Latin America and the Caribbean (ROLAC),,lca_pop_adm0_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
LCA,cod-ps-lca,OCHA Latin America and the Caribbean (ROLAC),,lca_pop_adm1_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
LKA,cod-ps-lka,UNFPA,,lka_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
LKA,cod-ps-lka,UNFPA,,lka_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
LKA,cod-ps-lka,UNFPA,,lka_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
LKA,cod-ps-lka,UNFPA,,lka_admpop_adm0_2022_special.csv,ADM0_PCODE,ADM0_EN,T_TL,,
LKA,cod-ps-lka,UNFPA,,lka_admpop_adm1_2022_special.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
LKA,cod-ps-lka,UNFPA,,lka_admpop_adm2_2022_special.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
LSO,cod-ps-lso,UNFPA,,lso_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
LSO,cod-ps-lso,UNFPA,,lso_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
MAF,cod-ps-maf,OCHA Latin America and the Caribbean (ROLAC),,maf_admpop_adm0_2016_insee_v2.csv,ADM0_PCODE,ADM0_FR,T_TL,,
MAF,cod-ps-maf,OCHA Latin America and the Caribbean (ROLAC),,maf_admpop_adm1_2016_insee_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_FR, ADM1_FR",T_TL,,
MDA,cod-ps-mda,UNFPA,,mda_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MDA,cod-ps-mda,UNFPA,,mda_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MDG,cod-ps-mdg,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,mdg_admpop_adm0_2018.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MDG,cod-ps-mdg,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,mdg_admpop_adm1_2018.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MDG,cod-ps-mdg,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,mdg_admpop_adm2_2018.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
MDG,cod-ps-mdg,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,mdg_admpop_adm3_2018.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_EN, ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
MDG,cod-ps-mdg,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,mdg_admpop_adm4_2018.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE, ADM4_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN, ADM4_EN",T_TL,,
MDV,cod-ps-mdv,UNFPA,,mdv_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
MDV,cod-ps-mdv,UNFPA,,mdv_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
MDV,cod-ps-mdv,UNFPA,,mdv_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM2_ALT_NAME, ADM1_NAME",T_TL,,
MEX,cod-ps-mex,UNFPA,,mex_admpop_adm0_2021_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MEX,cod-ps-mex,UNFPA,,mex_admpop_adm1_2021_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MEX,cod-ps-mex,UNFPA,,mex_admpop_adm2_2021_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
MHL,cod-ps-mhl,OCHA Regional Office for Asia and the Pacific (ROAP),,mhl_pplp_adm0_country_v2.csv,adm0_code,adm0_name,T_TL,,
MHL,cod-ps-mhl,OCHA Regional Office for Asia and the Pacific (ROAP),,mhl_pplp_adm1_atolls_v2.csv,"adm0_code, adm1_pcode","adm0_name, adm1_name",T_TL,,
MHL,cod-ps-mhl,OCHA Regional Office for Asia and the Pacific (ROAP),,mhl_pplp_adm2_eas_v2.csv,"adm0_code, adm1_pcode, adm2_pcode","adm0_name, adm2_name, adm1_name",T_TL,,
MLI,cod-ps-mli,OCHA Mali,,mli_pop_adm0_v2.csv,admin0Pcode,"admin0Name_fr, admin0AltName1_fr, admin0AltName2_fr, admin0RefName",T_TL,,
MLI,cod-ps-mli,OCHA Mali,,mli_pop_adm1_v2.csv,"admin0Pcode, admin1Pcode","admin0Name_fr, admin1RefName, admin1Name_fr, admin1AltName1_fr, admin1AltName2_fr",T_TL,,
MLI,cod-ps-mli,OCHA Mali,,mli_pop_adm2_v2.csv,"admin0Pcode, admin1Pcode, admin2Pcode","admin0Name_fr, admin1Name_fr, admin2AltName1_fr, admin2AltName2_fr, admin2RefName, admin2Name_fr",T_TL,,
MLI,cod-ps-mli,OCHA Mali,,mli_pop_adm3_v2.csv,"admin0Pcode, admin3Pcode, admin1Pcode, admin2Pcode","admin0Name_fr, admin1Name_fr, admin3AltName2_fr, admin3Name_fr, admin3RefName, admin2Name_fr, admin3AltName1_fr",T_TL,,
MMR,cod-ps-mmr,UNFPA,,mmr_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MMR,cod-ps-mmr,UNFPA,,mmr_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MMR,cod-ps-mmr,UNFPA,,mmr_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
MMR,cod-ps-mmr,UNFPA,,mmr_admpop_adm3_2022.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_EN, ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
MNG,cod-ps-mng,UNFPA,,mng_admpop_adm0_2021_v2.csv,ADM0_PCODE,"ADM0_EN, ADM0_MN",T_TL,,
MNG,cod-ps-mng,UNFPA,,mng_admpop_adm1_2021_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_MN, ADM0_EN, ADM0_MN, ADM1_EN",T_TL,,
MNG,cod-ps-mng,UNFPA,,mng_admpop_regional_2021_v2.csv,ADM0_PCODE,"ADM0_EN, ADM0_MN",T_TL,,
MNG,cod-ps-mng,UNFPA,,mng_admpop_adm2_2017_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM1_MN, Adm0_en, Adm0_mn, ADM2_EN, ADM1_EN, ADM2_MN",T_TL,,
MOZ,cod-ps-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_admpop_adm0_2017_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MOZ,cod-ps-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_admpop_adm1_2017_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_PT",T_TL,,
MOZ,cod-ps-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_admpop_adm2_2017_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM1_PT, ADM2_PT",T_TL,,
MRT,cod-ps-mrt,UNFPA,,mrt_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MRT,cod-ps-mrt,UNFPA,,mrt_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MSR,cod-ps-msr,OCHA Latin America and the Caribbean (ROLAC),,msr_admpop_adm0_2011_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MSR,cod-ps-msr,OCHA Latin America and the Caribbean (ROLAC),,msr_admpop_adm1_2011_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MTQ,cod-ps-mtq,OCHA Latin America and the Caribbean (ROLAC),,mtq_adm0_pop_v2.csv,ADM0_PCODE,ADM0_FR,T_TL,,
MTQ,cod-ps-mtq,OCHA Latin America and the Caribbean (ROLAC),,mtq_adm1_pop_v2.csv,"ADM1_PCODE, ADM0_PCODE","NAME_1, NAME_0",T_TL,,
MTQ,cod-ps-mtq,OCHA Latin America and the Caribbean (ROLAC),,mtq_adm2_pop_v3.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_FR, ADM0_FR, ADM1_FR",T_TL,,
MUS,cod-ps-mus,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,mus_admpop_adm0_2022_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MUS,cod-ps-mus,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,mus_admpop_adm1_2022_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
MWI,cod-ps-mwi,UNFPA,,mwi_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
MWI,cod-ps-mwi,UNFPA,,mwi_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
MWI,cod-ps-mwi,UNFPA,,mwi_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
MYS,cod-ps-mys,UNFPA,,mys_admpop_adm0_2020_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
MYS,cod-ps-mys,UNFPA,,mys_admpop_adm1_2020_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
NAM,cod-ps-nam,UNFPA,,nam_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
NAM,cod-ps-nam,UNFPA,,nam_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
NAM,cod-ps-nam,UNFPA,,nam_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
NER,cod-ps-ner,OCHA Niger,,ner_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
NER,cod-ps-ner,OCHA Niger,,ner_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
NER,cod-ps-ner,OCHA Niger,,ner_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
NER,cod-ps-ner,OCHA Niger,,ner_admpop_adm3_2022.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_NAME, ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
NGA,cod-ps-nga,UNFPA,,nga_admpop_adm0_2020.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
NGA,cod-ps-nga,UNFPA,,nga_admpop_adm1_2020.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
NGA,cod-ps-nga,UNFPA,,nga_admpop_adm2_2020.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
NGA,cod-ps-nga,UNFPA,,nga_admpop_SenDist_2020.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
NIC,cod-ps-nic,UNFPA,,nic_admpop_adm0_2020.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
NIC,cod-ps-nic,UNFPA,,nic_admpop_adm1_2020.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
NIC,cod-ps-nic,UNFPA,,nic_admpop_adm2_2020.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
NPL,cod-ps-npl,UNFPA,,npl_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
NPL,cod-ps-npl,UNFPA,,npl_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
NPL,cod-ps-npl,UNFPA,,npl_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
PAK,cod-ps-pak,OCHA Field Information Services Section (FISS),,pak_admpop_adm0_v2.csv,admin0Pcode,admin0Name_en,T_TL,,
PAK,cod-ps-pak,OCHA Field Information Services Section (FISS),,pak_admpop_adm1_v2.csv,"admin0Pcode, admin1Pcode","admin0Name_en, admin1Name_en",T_TL,,
PAK,cod-ps-pak,OCHA Field Information Services Section (FISS),,pak_admpop_adm2_v2.csv,"admin0Pcode, admin1Pcode, admin2Pcode","admin0Name_en, admin1Name_en, admin2Name_en",T_TL,,
PAK,cod-ps-pak,OCHA Field Information Services Section (FISS),Could not read resource,pak_admpop_adm3.csv,,,,,
PAN,cod-ps-pan,UNFPA,,pan_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
PAN,cod-ps-pan,UNFPA,,pan_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_ES, ADM0_ES",T_TL,,
PER,cod-ps-per,UNFPA,,per_admpop_adm0_2022.csv,ADM0_PCODE,"ADM0_EN, ADM0_ES",T_TL,,
PER,cod-ps-per,UNFPA,,per_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_ES, ADM0_EN, ADM0_ES",T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm2_2022_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,ADM0_PCODE
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm0_2023.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm1_2023.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm2_2023_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm0_2024.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm1_2024_v1.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm2_2024_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm0_2025.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm1_2025.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
PHL,cod-ps-phl,UNFPA,,phl_admpop_adm2_2025_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NAME, ADM0_NAME, ADM1_NAME",T_TL,,
PNG,cod-ps-png,OCHA Field Information Services Section (FISS),,png_admpop_adm0_2011_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
PNG,cod-ps-png,OCHA Field Information Services Section (FISS),,png_admpop_adm1_2011_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
PNG,cod-ps-png,OCHA Field Information Services Section (FISS),,png_admpop_adm2_2011_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
PNG,cod-ps-png,OCHA Field Information Services Section (FISS),,png_admpop_adm3_2011_v2.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_EN, ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
POL,cod-ps-pol,OCHA Field Information Services Section (FISS),,pol_admpop_adm0_2020.csv,ADM0_PCODE,"ADM0_EN, ADM0_PL",T_TL,,
POL,cod-ps-pol,OCHA Field Information Services Section (FISS),,pol_admpop_adm1_2020.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_PL, ADM0_EN, ADM0_PL",T_TL,,
POL,cod-ps-pol,OCHA Field Information Services Section (FISS),,pol_admpop_adm2_2020.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_PL, ADM1_PL, ADM0_EN, ADM0_PL",T_TL,,
PRI,cod-ps-pri,OCHA Field Information Services Section (FISS),,pri_adm0_pop_v2.csv,ADM0_PCODE,NAME_0,T_TL,,
PRI,cod-ps-pri,OCHA Field Information Services Section (FISS),,pri_adm1_pop_v2.csv,"ADM1_PCODE, ADM0_PCODE","NAME_1, NAME_0",T_TL,,
PRK,cod-ps-prk,OCHA Regional Office for Asia and the Pacific (ROAP),,prk_pop_adm0_v2.csv,ADMO0_PCODE,ADM0_EN,T_TL,,
PRK,cod-ps-prk,OCHA Regional Office for Asia and the Pacific (ROAP),,prk_pop_adm1_v2.csv,"ADM1_PCODE, ADMO0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
PRK,cod-ps-prk,OCHA Regional Office for Asia and the Pacific (ROAP),,prk_pop_adm2_v2.csv,"ADM1_PCODE, ADMO0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
PRY,cod-ps-pry,UNFPA,,pry_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_ES,T_TL,,
PRY,cod-ps-pry,UNFPA,,pry_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_ES, ADM0_ES",T_TL,,
PRY,cod-ps-pry,UNFPA,,pry_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM1_ES, ADM2_ES, ADM0_ES",T_TL,,
PSE,cod-ps-pse,UNFPA,,pse_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
PSE,cod-ps-pse,UNFPA,,pse_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_EN",T_TL,,
ROU,cod-ps-rou,UNFPA,,rou_admpop_adm0_2022_v01.csv,ADM0_PCODE,ADM0_EN,T_TL,,
ROU,cod-ps-rou,UNFPA,,rou_admpop_adm1_2022_v01.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_RO",T_TL,,
ROU,cod-ps-rou,UNFPA,,rou_admpop_adm2_2022_v01.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_RO, ADM0_EN, ADM1_RO",T_TL,,
RWA,cod-ps-rwa,UNFPA,,rwa_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
RWA,cod-ps-rwa,UNFPA,,rwa_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
RWA,cod-ps-rwa,UNFPA,,rwa_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
RWA,cod-ps-rwa,UNFPA,,rwa_admpop_adm3_2022.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_EN, ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
SDN,cod-ps-sdn,UNFPA,,sdn_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_EN,T_TL,,
SDN,cod-ps-sdn,UNFPA,,sdn_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
SEN,cod-ps-sen,UNFPA,,sen_admpop_adm0_2021.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
SEN,cod-ps-sen,UNFPA,,sen_admpop_adm0_2020_v2.csv,ADM0_PCODE,"ADM0_FR, ADM0_EN",T_TL,,
SEN,cod-ps-sen,UNFPA,,sen_admpop_adm1_2020_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_FR, ADM0_EN, ADM1_FR",T_TL,,
SLB,cod-ps-slb,OCHA Regional Office for Asia and the Pacific (ROAP),,slb_pplp_adm0_country_v2.csv,adm0_pcode,,T_TL,,
SLB,cod-ps-slb,OCHA Regional Office for Asia and the Pacific (ROAP),,slb_pplp_adm1_province_v2.csv,"adm1_pcode, adm0_pcode",adm1_name,T_TL,,
SLB,cod-ps-slb,OCHA Regional Office for Asia and the Pacific (ROAP),,slb_pplp_adm2_constituency_v2.csv,"adm1_pcode, adm0_pcode, adm2_pcode","adm2_name, adm1_name",T_TL,,
SLB,cod-ps-slb,OCHA Regional Office for Asia and the Pacific (ROAP),,slb_admpop_adm3_2009_v2.csv,"adm3_pcode, adm1_pcode, adm0_pcode, adm2_pcode","adm2_name, adm3_name, adm1_name",T_TL,,
SLE,cod-ps-sle,OCHA West and Central Africa (ROWCA),,sle_admpop_adm0_2020_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
SLE,cod-ps-sle,OCHA West and Central Africa (ROWCA),,sle_admpop_adm1_2020_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
SLE,cod-ps-sle,OCHA West and Central Africa (ROWCA),,sle_adm2_population_v2.csv,"ADM1_PCODE_ISO3, ADM2_PCODE_ISO3, ADM0_PCODE, ADM2_PCODE_ISO2, ADM1_PCODE_ISO2","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
SLE,cod-ps-sle,OCHA West and Central Africa (ROWCA),,sle_admpop_adm3_2020_v2.csv,"ADM1_PCODE, ADM3_PCODE, ADM0_PCODE, ADM2_PCODE","ADM3_EN, ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
SLV,cod-ps-slv,UNFPA,,slv_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_ES,T_TL,,
SLV,cod-ps-slv,UNFPA,,slv_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_ES, ADM0_ES",T_TL,,
SLV,cod-ps-slv,UNFPA,,slv_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM1_ES, ADM2_ES, ADM0_ES",T_TL,,
SOM,cod-ps-som,OCHA Somalia,,som_pplp_adm0_v2.csv,admin0Pcode,admin0Name_en,T_TL,,
SOM,cod-ps-som,OCHA Somalia,,som_pplp_adm1_v2.csv,"admin0Pcode, admin1Pcode","admin0Name_en, admin1Name_en",T_TL,,
SOM,cod-ps-som,OCHA Somalia,,som_pplp_adm2_v2.csv,"admin0Pcode, admin1Pcode, admin2Pcode","Admin2Name_en, admin0Name_en, admin1Name_en",T_TL,,
SSD,cod-ps-ssd,OCHA South Sudan,,ssd_admpop_adm0_2022_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
SSD,cod-ps-ssd,OCHA South Sudan,,ssd_admpop_adm1_2022_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
SSD,cod-ps-ssd,OCHA South Sudan,,ssd_admpop_adm2_2022_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM2_EN, ADM1_EN",T_TL,,
STP,cod-ps-stp,UNFPA,,stp_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_PT,T_TL,,
STP,cod-ps-stp,UNFPA,,stp_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_PT, ADM1_PT",T_TL,,
STP,cod-ps-stp,UNFPA,,stp_admpop_adm2_2022.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_PT, ADM1_PT, ADM2_PT",T_TL,,
SUR,cod-ps-sur,OCHA Latin America and the Caribbean (ROLAC),,sur_admpop_adm0_v2.csv,ADM0_PCODE,ADM0_NL,T_TL,,
SUR,cod-ps-sur,OCHA Latin America and the Caribbean (ROLAC),,sur_admpop_adm1_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM1_NL, ADM0_NL",T_TL,,
SUR,cod-ps-sur,OCHA Latin America and the Caribbean (ROLAC),,sur_admpop_adm2_v2.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM2_NL, ADM1_NL, ADM0_NL",T_TL,,
SVK,cod-ps-svk,UNFPA,,svk_admpop_adm0_2021_v01.csv,ADM0_PCODE,"ADM0_EN, ADM0_SK",T_TL,,
SVK,cod-ps-svk,UNFPA,,svk_admpop_adm1_2021_v01.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM0_SK, ADM1_SK",T_TL,,
SVK,cod-ps-svk,UNFPA,,svk_admpop_adm2_2021_v01.csv,"ADM1_PCODE, ADM0_PCODE, ADM2_PCODE","ADM0_EN, ADM0_SK, ADM1_SK, ADM2_SK",T_TL,,
SWZ,cod-ps-swz,UNFPA,,swz_admpop_adm0_2022.csv,ADM0_PCODE,ADM0_NAME,T_TL,,
SWZ,cod-ps-swz,UNFPA,,swz_admpop_adm1_2022.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_NAME, ADM1_NAME",T_TL,,
SXM,cod-ps-sxm,OCHA Field Information Services Section (FISS),,sxm_adm0_pop_2018_v2.csv,ADM0_PCODE,ADM0_EN,T_TL,,
SXM,cod-ps-sxm,OCHA Field Information Services Section (FISS),,sxm_adm1_pop_2018_v2.csv,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN",T_TL,,
