ISO,COD-UID,contributor,error,resource name,file name,pcode headers,name headers
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IDN,cod-ab-idn,OCHA Regional Office for Asia and the Pacific (ROAP),,idn_adm_bps_adm4_20200401_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
IRN,cod-ab-irn,OCHA Middle East and North Africa (ROMENA),,irn_adm_unhcr_20190514_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
IRN,cod-ab-irn,OCHA Middle East and North Africa (ROMENA),,irn_adm_unhcr_20190514_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
IRN,cod-ab-irn,OCHA Middle East and North Africa (ROMENA),,irn_adm_unhcr_20190514_SHP.zip,,ADM0_PCODE,ADM0_EN
IRN,cod-ab-irn,OCHA Middle East and North Africa (ROMENA),,irn_adm_unhcr_20190514_SHP.zip,,,
IRN,cod-ab-irn,OCHA Middle East and North Africa (ROMENA),,irn_adm_unhcr_20190514_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
IRQ,cod-ab-irq,OCHA Iraq,,IRQ Administrative Divisions Shapefiles.zip,,ADM0_PCODE,ADM0_EN
IRQ,cod-ab-irq,OCHA Iraq,,IRQ Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
IRQ,cod-ab-irq,OCHA Iraq,,IRQ Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
IRQ,cod-ab-irq,OCHA Iraq,,IRQ Administrative Divisions Shapefiles.zip,,,
IRQ,cod-ab-irq,OCHA Iraq,,IRQ Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
IRQ,cod-ab-irq,OCHA Iraq,,IRQ Administrative Divisions Shapefiles.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM3_EN, ADM1_EN"
JAM,cod-ab-jam,OCHA Field Information Services Section (FISS),,jam_adm_SHP.zip,,adm0code,NAME_0
JAM,cod-ab-jam,OCHA Field Information Services Section (FISS),,jam_adm_SHP.zip,,"adm0code, adm1code","VARNAME_1, NAME_1, NL_NAME_1, NAME_0"
JAM,cod-ab-jam,OCHA Field Information Services Section (FISS),,jam_adm_SHP.zip,,,
JPN,cod-ab-jpn,OCHA Regional Office for Asia and the Pacific (ROAP),,jpn_adm_2019_SHP.zip,,,
JPN,cod-ab-jpn,OCHA Regional Office for Asia and the Pacific (ROAP),,jpn_adm_2019_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
JPN,cod-ab-jpn,OCHA Regional Office for Asia and the Pacific (ROAP),,jpn_adm_2019_SHP.zip,,ADM0_PCODE,ADM0_EN
JPN,cod-ab-jpn,OCHA Regional Office for Asia and the Pacific (ROAP),,jpn_adm_2019_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
KAZ,cod-ab-kaz,OCHA Field Information Services Section (FISS),,kaz_adm_unhcr_2023_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
KAZ,cod-ab-kaz,OCHA Field Information Services Section (FISS),,kaz_adm_unhcr_2023_SHP.zip,,ADM0_PCODE,ADM0_EN
KAZ,cod-ab-kaz,OCHA Field Information Services Section (FISS),,kaz_adm_unhcr_2023_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
KAZ,cod-ab-kaz,OCHA Field Information Services Section (FISS),,kaz_adm_unhcr_2023_SHP.zip,,,
KEN,cod-ab-ken,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ken_adm_iebc_20191031_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
KEN,cod-ab-ken,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ken_adm_iebc_20191031_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
KEN,cod-ab-ken,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ken_adm_iebc_20191031_SHP.zip,,,
KEN,cod-ab-ken,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ken_adm_iebc_20191031_SHP.zip,,ADM0_PCODE,ADM0_EN
KEN,cod-ab-ken,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,ken_adm_iebc_20191031_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
KGZ,cod-ab-kgz,OCHA Middle East and North Africa (ROMENA),,KGZ Administrative Divisions Shapefiles.zip,,,
KGZ,cod-ab-kgz,OCHA Middle East and North Africa (ROMENA),,KGZ Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM1_PCODE","ADM1TYP_RU, ADM1TYP_EN, ADM0_EN, ADM0_RU, ADM1_EN, ADM1_RU"
KGZ,cod-ab-kgz,OCHA Middle East and North Africa (ROMENA),,KGZ Administrative Divisions Shapefiles.zip,,ADM0_PCODE,"ADM0_EN, ADM0_RU"
KGZ,cod-ab-kgz,OCHA Middle East and North Africa (ROMENA),,KGZ Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM3TYP_RU, ADM3TYP_EN, ADM2_RU, ADM3_RU, ADM0_EN, ADM1_EN, ADM0_RU, ADM2_EN, ADM1_RU, ADM3_EN"
KGZ,cod-ab-kgz,OCHA Middle East and North Africa (ROMENA),,KGZ Administrative Divisions Shapefiles.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM3TYP_RU, ADM3TYP_EN, ADM2_RU, ADM3_RU, ADM1_EN, ADM0_RU, ADM2_EN, ADM0_EN, ADM1_RU, ADM3_EN"
KGZ,cod-ab-kgz,OCHA Middle East and North Africa (ROMENA),,KGZ Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM2_RU, ADM0_EN, ADM1_EN, ADM0_RU, ADM2TYP_RU, ADM2_EN, ADM1_RU, ADM2TYP_EN"
KHM,cod-ab-khm,OCHA Regional Office for Asia and the Pacific (ROAP),,khm_admbnda_adm0_gov_20181004.zip,,ADM0_PCODE,ADM0_EN
KHM,cod-ab-khm,OCHA Regional Office for Asia and the Pacific (ROAP),,khm_admbnda_adm1_gov_20181004.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
KHM,cod-ab-khm,OCHA Regional Office for Asia and the Pacific (ROAP),,khm_admbnda_adm2_gov_20181004.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
KHM,cod-ab-khm,OCHA Regional Office for Asia and the Pacific (ROAP),,khm_admbnda_adm3_gov_20181004.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
KHM,cod-ab-khm,OCHA Regional Office for Asia and the Pacific (ROAP),,khm_admbndl_admALL_gov_itos_20181004.zip,,,
KHM,cod-ab-khm,OCHA Regional Office for Asia and the Pacific (ROAP),,khm_admbndp_admALL_gov_itos_20181004.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM3_EN, ADM1_EN"
KIR,cod-ab-kir,OCHA Office of the Pacific Islands,,kir_adm_2020_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
KIR,cod-ab-kir,OCHA Office of the Pacific Islands,,kir_adm_2020_SHP.zip,,ADM0_PCODE,ADM0_EN
KIR,cod-ab-kir,OCHA Office of the Pacific Islands,,kir_adm_2020_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
KIR,cod-ab-kir,OCHA Office of the Pacific Islands,,kir_adm_2020_SHP.zip,,,
KNA,cod-ab-kna,OCHA Field Information Services Section (FISS),,kna_adm_2020_SHP.zip,,ADM0_PCODE,ADM0_EN
KNA,cod-ab-kna,OCHA Field Information Services Section (FISS),,kna_adm_2020_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
KNA,cod-ab-kna,OCHA Field Information Services Section (FISS),,kna_adm_2020_SHP.zip,,,
KWT,cod-ab-kwt,OCHA Middle East and North Africa (ROMENA),,kwt_adm_gadm_20220201_SHP.zip,,,
KWT,cod-ab-kwt,OCHA Middle East and North Africa (ROMENA),,kwt_adm_gadm_20220201_SHP.zip,,ADM0_PCODE,ADM0_EN
KWT,cod-ab-kwt,OCHA Middle East and North Africa (ROMENA),,kwt_adm_gadm_20220201_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
KWT,cod-ab-kwt,OCHA Middle East and North Africa (ROMENA),,kwt_adm_gadm_20220201_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
KWT,cod-ab-kwt,OCHA Middle East and North Africa (ROMENA),,pplp_15m_esri.zip,,,
LAO,cod-ab-lao,OCHA Regional Office for Asia and the Pacific (ROAP),,lao_adm_ngd_20191112_SHP.zip,,ADM0_PCODE,ADM0_EN
LAO,cod-ab-lao,OCHA Regional Office for Asia and the Pacific (ROAP),,lao_adm_ngd_20191112_SHP.zip,,,
LAO,cod-ab-lao,OCHA Regional Office for Asia and the Pacific (ROAP),,lao_adm_ngd_20191112_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LAO,cod-ab-lao,OCHA Regional Office for Asia and the Pacific (ROAP),,lao_adm_ngd_20191112_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
LAO,cod-ab-lao,OCHA Regional Office for Asia and the Pacific (ROAP),,lao_adm_ngd_20191112_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LBN,cod-ab-lbn,OCHA Middle East and North Africa (ROMENA),,lbn_adm_cdr_20200810.zip,,,"admin1Name, admin0Name, admin2Name"
LBN,cod-ab-lbn,OCHA Middle East and North Africa (ROMENA),,lbn_adm_cdr_20200810.zip,,,admin0Name
LBN,cod-ab-lbn,OCHA Middle East and North Africa (ROMENA),,lbn_adm_cdr_20200810.zip,,,"admin1Name, admin0Name"
LBN,cod-ab-lbn,OCHA Middle East and North Africa (ROMENA),,lbn_adm_cdr_20200810.zip,,,"admin3Name, admin1Name, admin0Name, admin2Name"
LBN,cod-ab-lbn,OCHA Middle East and North Africa (ROMENA),,lbn_beirut_adm4_mapaction_pcoded.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE",
LBR,cod-ab-lbr,OCHA West and Central Africa (ROWCA),,LBR Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LBR,cod-ab-lbr,OCHA West and Central Africa (ROWCA),,LBR Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
LBR,cod-ab-lbr,OCHA West and Central Africa (ROWCA),,LBR Administrative Divisions Shapefiles.zip,,ADM0_PCODE,ADM0_EN
LBR,cod-ab-lbr,OCHA West and Central Africa (ROWCA),,LBR Administrative Divisions Shapefiles.zip,,,
LBR,cod-ab-lbr,OCHA West and Central Africa (ROWCA),,LBR Administrative Divisions Shapefiles.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LBY,cod-ab-lby,OCHA Middle East and North Africa (ROMENA),,lby_adm_unosat_lbsc_20180507_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
LBY,cod-ab-lby,OCHA Middle East and North Africa (ROMENA),,lby_adm_unosat_lbsc_20180507_SHP.zip,,ADM0_PCODE,ADM0_EN
LBY,cod-ab-lby,OCHA Middle East and North Africa (ROMENA),,lby_adm_unosat_lbsc_20180507_SHP.zip,,,
LBY,cod-ab-lby,OCHA Middle East and North Africa (ROMENA),,lby_adm_unosat_lbsc_20180507_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LBY,cod-ab-lby,OCHA Middle East and North Africa (ROMENA),,lby_adm_unosat_lbsc_20180507_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LCA,cod-ab-lca,OCHA Field Information Services Section (FISS),,lca_admbnda_gov_2019_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
LCA,cod-ab-lca,OCHA Field Information Services Section (FISS),,lca_admbnda_gov_2019_SHP.zip,,ADM0_PCODE,ADM0_EN
LCA,cod-ab-lca,OCHA Field Information Services Section (FISS),,lca_admbnda_gov_2019_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LCA,cod-ab-lca,OCHA Field Information Services Section (FISS),,lca_admbnda_gov_2019_SHP.zip,,,
LKA,cod-ab-lka,OCHA Regional Office for Asia and the Pacific (ROAP),,lka_adm_20220816_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
LKA,cod-ab-lka,OCHA Regional Office for Asia and the Pacific (ROAP),,lka_adm_20220816_SHP.zip,,,
LKA,cod-ab-lka,OCHA Regional Office for Asia and the Pacific (ROAP),,lka_adm_20220816_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
LKA,cod-ab-lka,OCHA Regional Office for Asia and the Pacific (ROAP),,lka_adm_20220816_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
LKA,cod-ab-lka,OCHA Regional Office for Asia and the Pacific (ROAP),,lka_adm_20220816_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
LKA,cod-ab-lka,OCHA Regional Office for Asia and the Pacific (ROAP),,lka_adm_20220816_SHP.zip,,ADM0_PCODE,ADM0_EN
LKA,cod-ab-lka,OCHA Regional Office for Asia and the Pacific (ROAP),,lka_adm_20220816_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
LSO,cod-ab-lso,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,lso_adm_FAO_MLGCA_2019.zip,,ADM1_PCODE,ADM1_EN
LSO,cod-ab-lso,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,lso_adm_FAO_MLGCA_2019.zip,,ADM0_PCODE,
LSO,cod-ab-lso,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,lso_adm_FAO_MLGCA_2019.zip,,,
LSO,cod-ab-lso,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,lso_adm_FAO_MLGCA_2019.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MAF,cod-ab-maf,OCHA Field Information Services Section (FISS),,MAF_adm0.zip,,,
MAR,cod-ab-mar,OCHA Middle East and North Africa (ROMENA),,mar_adm_unhcr2020_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MAR,cod-ab-mar,OCHA Middle East and North Africa (ROMENA),,mar_adm_unhcr2020_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
MAR,cod-ab-mar,OCHA Middle East and North Africa (ROMENA),,mar_adm_unhcr2020_SHP.zip,,,
MAR,cod-ab-mar,OCHA Middle East and North Africa (ROMENA),,mar_adm_unhcr2020_SHP.zip,,ADM0_PCODE,ADM0_EN
MAR,cod-ab-mar,OCHA Middle East and North Africa (ROMENA),,mar_adm_unhcr2020_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MDA,cod-ab-mda,OCHA Field Information Services Section (FISS),,mda_admbnda_unhcr_20220510_SHP.zip,,ADM0_PCODE,ADM0_EN
MDA,cod-ab-mda,OCHA Field Information Services Section (FISS),,mda_admbnda_unhcr_20220510_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
MDA,cod-ab-mda,OCHA Field Information Services Section (FISS),,mda_admbnda_unhcr_20220510_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
MDA,cod-ab-mda,OCHA Field Information Services Section (FISS),,mda_admbnda_unhcr_20220510_SHP.zip,,,
MDG,cod-ab-mdg,OCHA Field Information Services Section (FISS),,mdg_adm_BNGRC_OCHA_20181031_SHP.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
MDG,cod-ab-mdg,OCHA Field Information Services Section (FISS),,mdg_adm_BNGRC_OCHA_20181031_SHP.zip,,ADM0_PCODE,ADM0_EN
MDG,cod-ab-mdg,OCHA Field Information Services Section (FISS),,mdg_adm_BNGRC_OCHA_20181031_SHP.zip,,,
MDG,cod-ab-mdg,OCHA Field Information Services Section (FISS),,mdg_adm_BNGRC_OCHA_20181031_SHP.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MDG,cod-ab-mdg,OCHA Field Information Services Section (FISS),,mdg_adm_BNGRC_OCHA_20181031_SHP.zip,,"ADM3_PCODE, ADM2_PCODE, ADM0_PCODE, ADM1_PCODE, ADM4_PCODE","ADM4_EN, ADM1_EN, ADM2_EN, ADM0_EN, ADM3_EN"
MDG,cod-ab-mdg,OCHA Field Information Services Section (FISS),,mdg_adm_BNGRC_OCHA_20181031_SHP.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM3_EN, ADM1_EN"
MDV,cod-ab-mdv,OCHA Regional Office for Asia and the Pacific (ROAP),,mdv_admbnd_gov_20210329_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MDV,cod-ab-mdv,OCHA Regional Office for Asia and the Pacific (ROAP),,mdv_admbnd_gov_20210329_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
MDV,cod-ab-mdv,OCHA Regional Office for Asia and the Pacific (ROAP),,mdv_admbnd_gov_20210329_SHP.zip,,ADM0_PCODE,ADM0_EN
MDV,cod-ab-mdv,OCHA Regional Office for Asia and the Pacific (ROAP),,mdv_admbnd_gov_20210329_SHP.zip,,,
MDV,cod-ab-mdv,OCHA Regional Office for Asia and the Pacific (ROAP),,mdv_admbnd_gov_20210329_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
MDV,cod-ab-mdv,OCHA Regional Office for Asia and the Pacific (ROAP),,mdv_admbnd_gov_20210329_SHP.zip,,,
MDV,cod-ab-mdv,OCHA Regional Office for Asia and the Pacific (ROAP),,mdv_admbnd_gov_20210329_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN, ADM3_EN"
MEX,cod-ab-mex,OCHA Latin America and the Caribbean (ROLAC),,mex_admbnda_govmex_20210618_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_ES, ADM1_ES"
MEX,cod-ab-mex,OCHA Latin America and the Caribbean (ROLAC),,mex_admbnda_govmex_20210618_SHP.zip,,ADM0_PCODE,ADM0_ES
MEX,cod-ab-mex,OCHA Latin America and the Caribbean (ROLAC),,mex_admbnda_govmex_20210618_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
MEX,cod-ab-mex,OCHA Latin America and the Caribbean (ROLAC),,mex_admbnda_govmex_20210618_SHP.zip,,,
MEX,cod-ab-mex,OCHA Latin America and the Caribbean (ROLAC),,mex_admbnda_govmex_20210618_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_ES, ADM2_ES, ADM1_ES"
MHL,cod-ab-mhl,OCHA Regional Office for Asia and the Pacific (ROAP),,mhl_admbnda_adm0.zip,,ADM0_PCODE,ADM0_EN
MHL,cod-ab-mhl,OCHA Regional Office for Asia and the Pacific (ROAP),,mhl_admbnda_adm1_atolls.zip,,"ADM1_PCODE, ADM0_PCODE","ADM0_EN, ADM1_EN"
MHL,cod-ab-mhl,OCHA Regional Office for Asia and the Pacific (ROAP),,mhl_admbnda_adm2_EA.zip,,"ADM1_PCODE, ADM2_PCODE, ADM0_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MKD,cod-ab-mkd,Regional IM Working Group - Europe,,MKD_admn_adm_py_EuroGeographics-NTES_pp.zip,,,"Name3_E, Name3_L"
MKD,cod-ab-mkd,Regional IM Working Group - Europe,,MKD_admn_adm_py_EuroGeographics-NTES_pp.zip,,,"Name4_L, Name3_E, Name4_E, Name3_L"
MKD,cod-ab-mkd,Regional IM Working Group - Europe,,MKD_admn_adm_py_EuroGeographics-NTES_pp.zip,,,
MLI,cod-ab-mli,OCHA Mali,,mli_admb_1m_gov_20211220_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR, ADM3_FR"
MLI,cod-ab-mli,OCHA Mali,,mli_admb_1m_gov_20211220_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR, ADM3_FR"
MLI,cod-ab-mli,OCHA Mali,,mli_admb_1m_gov_20211220_SHP.zip,,ADM0_PCODE,ADM0_FR
MLI,cod-ab-mli,OCHA Mali,,mli_admb_1m_gov_20211220_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_FR, ADM2_FR, ADM1_FR"
MLI,cod-ab-mli,OCHA Mali,,mli_admb_1m_gov_20211220_SHP.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_FR, ADM1_FR"
MLI,cod-ab-mli,OCHA Mali,,mli_admb_1m_gov_20211220_SHP.zip,,,
MMR,mimu-geonode-myanmar-national-boundary-mimu,Myanmar Information Management Unit (MIMU),,Myanmar National Boundary MIMU v9.3 shapefile,,,
MMR,mimu-geonode-myanmar-district-boundaries-mimu,Myanmar Information Management Unit (MIMU),,Myanmar National Boundary MIMU v9.3 geojson,,,
MMR,mimu-geonode-myanmar-district-boundaries-mimu,Myanmar Information Management Unit (MIMU),,Myanmar District Boundaries MIMU v9.3 shapefile,,,
MMR,mimu-geonode-myanmar-state-and-region-boundaries-mimu,Myanmar Information Management Unit (MIMU),,Myanmar District Boundaries MIMU v9.3 geojson,,,
MMR,mimu-geonode-myanmar-state-and-region-boundaries-mimu,Myanmar Information Management Unit (MIMU),,Myanmar State and Region Boundaries MIMU v9.3 shapefile,,,
MMR,mimu-geonode-myanmar-state-and-region-boundaries-with-sub-regions-mimu,Myanmar Information Management Unit (MIMU),,Myanmar State and Region Boundaries MIMU v9.3 geojson,,,
MMR,mimu-geonode-myanmar-state-and-region-boundaries-with-sub-regions-mimu,Myanmar Information Management Unit (MIMU),,Myanmar State and Region Boundaries with Sub-regions MIMU  v9.3 shapefile,,,
MMR,mimu-geonode-myanmar-state-and-region-boundaries-with-sub-regions-mimu,Myanmar Information Management Unit (MIMU),,Myanmar State and Region Boundaries with Sub-regions MIMU  v9.3 geojson,,,
MNG,cod-ab-mng,OCHA Regional Office for Asia and the Pacific (ROAP),,MNG Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MNG,cod-ab-mng,OCHA Regional Office for Asia and the Pacific (ROAP),,MNG Administrative Divisions Shapefiles.zip,,ADM0_PCODE,ADM0_EN
MNG,cod-ab-mng,OCHA Regional Office for Asia and the Pacific (ROAP),,MNG Administrative Divisions Shapefiles.zip,,ADM0_PCODE,ADM0_EN
MNG,cod-ab-mng,OCHA Regional Office for Asia and the Pacific (ROAP),,MNG Administrative Divisions Shapefiles.zip,,,
MNG,cod-ab-mng,OCHA Regional Office for Asia and the Pacific (ROAP),,MNG Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE","ADM0_EN, ADM2_EN, ADM1_EN"
MNG,cod-ab-mng,OCHA Regional Office for Asia and the Pacific (ROAP),,MNG Administrative Divisions Shapefiles.zip,,,
MNG,cod-ab-mng,OCHA Regional Office for Asia and the Pacific (ROAP),,MNG Administrative Divisions Shapefiles.zip,,"ADM0_PCODE, ADM1_PCODE","ADM0_EN, ADM1_EN"
MOZ,cod-ab-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_adm_20190607b_SHP.zip,,"ADM0_PCODE, ADM3_PCODE, ADM2_PCODE, ADM1_PCODE",ADM0_EN
MOZ,cod-ab-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_adm_20190607b_SHP.zip,,ADM0_PCODE,ADM0_EN
MOZ,cod-ab-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_adm_20190607b_SHP.zip,,,
MOZ,cod-ab-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_adm_20190607b_SHP.zip,,"ADM1_PCODE, ADM3_PCODE, ADM2_PCODE, ADM0_PCODE",ADM0_EN
MOZ,cod-ab-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_adm_20190607b_SHP.zip,,"ADM0_PCODE, ADM2_PCODE, ADM1_PCODE",ADM0_EN
MOZ,cod-ab-moz,OCHA Regional Office for Southern and Eastern Africa (ROSEA),,moz_adm_20190607b_SHP.zip,,"ADM0_PCODE, ADM1_PCODE",ADM0_EN
